id,wk,N wk,idFilial,KanalDB,idSubGrp,value
74,201737,192,9,1,3,39642.491840470524
75,201738,193,9,1,3,39642.491840470524
76,201739,194,9,1,3,39642.491840470524
77,201729,184,9,1,4,104966.4416448153
78,201730,185,9,1,4,104966.4416448153
79,201731,186,9,1,4,104966.4416448153
80,201732,187,9,1,4,104966.4416448153
81,201733,188,9,1,4,104966.4416448153
82,201734,189,9,1,4,104966.4416448153
83,201735,190,9,1,4,104966.4416448153
84,201736,191,9,1,4,104966.4416448153
85,201737,192,9,1,4,104966.4416448153
86,201738,193,9,1,4,104966.4416448153
87,201739,194,9,1,4,104966.4416448153
88,201729,184,9,1,5,153316.26355507554
89,201730,185,9,1,5,153316.26355507554
90,201731,186,9,1,5,153316.26355507554
91,201732,187,9,1,5,153316.26355507554
92,201733,188,9,1,5,153316.26355507554
93,201734,189,9,1,5,153316.26355507554
94,201735,190,9,1,5,153316.26355507554
95,201736,191,9,1,5,153316.26355507554
96,201737,192,9,1,5,153316.26355507554
97,201738,193,9,1,5,153316.26355507554
98,201739,194,9,1,5,153316.26355507554
99,201729,184,9,1,6,25884.28330268876
100,201730,185,9,1,6,25884.28330268876
101,201731,186,9,1,6,25884.28330268876
102,201732,187,9,1,6,25884.28330268876
103,201733,188,9,1,6,25884.28330268876
104,201734,189,9,1,6,25884.28330268876
105,201735,190,9,1,6,25884.28330268876
106,201736,191,9,1,6,25884.28330268876
107,201737,192,9,1,6,25884.28330268876
108,201738,193,9,1,6,25884.28330268876
109,201739,194,9,1,6,25884.28330268876
110,201729,184,9,1,2,26304.427043252766
111,201730,185,9,1,2,26304.427043252766
112,201731,186,9,1,2,26304.427043252766
113,201732,187,9,1,2,26304.427043252766
114,201733,188,9,1,2,26304.427043252766
115,201734,189,9,1,2,26304.427043252766
116,201735,190,9,1,2,26304.427043252766
117,201736,191,9,1,2,26304.427043252766
118,201737,192,9,1,2,26304.427043252766
119,201738,193,9,1,2,26304.427043252766
120,201739,194,9,1,2,26304.427043252766
121,201730,185,9,1,1,5057.545843013755
122,201733,188,9,1,1,5057.545843013755
123,201734,189,9,1,1,5057.545843013755
124,201736,191,9,1,1,5057.545843013755
125,201737,192,9,1,1,5057.545843013755
126,201738,193,9,1,1,5057.545843013755
127,201739,194,9,1,1,5057.545843013755
128,201729,184,4,2,3,36830.16488758455
129,201730,185,4,2,3,36830.16488758455
130,201731,186,4,2,3,36830.16488758455
131,201732,187,4,2,3,36830.16488758455
132,201733,188,4,2,3,36830.16488758455
133,201734,189,4,2,3,36830.16488758455
134,201735,190,4,2,3,36830.16488758455
135,201736,191,4,2,3,36830.16488758455
136,201737,192,4,2,3,36830.16488758455
137,201738,193,4,2,3,36830.16488758455
138,201739,194,4,2,3,36830.16488758455
139,201729,184,4,2,4,76531.59618597869
140,201730,185,4,2,4,76531.59618597869
141,201731,186,4,2,4,76531.59618597869
142,201732,187,4,2,4,76531.59618597869
143,201733,188,4,2,4,76531.59618597869
144,201734,189,4,2,4,76531.59618597869
145,201735,190,4,2,4,76531.59618597869
146,201736,191,4,2,4,76531.59618597869
147,201737,192,4,2,4,76531.59618597869
148,201738,193,4,2,4,76531.59618597869
149,201739,194,4,2,4,76531.59618597869
150,201729,184,4,2,5,95422.4819180679
151,201730,185,4,2,5,95422.4819180679
152,201731,186,4,2,5,95422.4819180679
153,201732,187,4,2,5,95422.4819180679
154,201733,188,4,2,5,95422.4819180679
155,201734,189,4,2,5,95422.4819180679
156,201735,190,4,2,5,95422.4819180679
157,201736,191,4,2,5,95422.4819180679
158,201737,192,4,2,5,95422.4819180679
159,201738,193,4,2,5,95422.4819180679
160,201739,194,4,2,5,95422.4819180679
161,201729,184,4,2,6,32111.266911744897
162,201730,185,4,2,6,32111.266911744897
163,201731,186,4,2,6,32111.266911744897
164,201732,187,4,2,6,32111.266911744897
165,201733,188,4,2,6,32111.266911744897
166,201734,189,4,2,6,32111.266911744897
167,201735,190,4,2,6,32111.266911744897
168,201736,191,4,2,6,32111.266911744897
169,201737,192,4,2,6,32111.266911744897
170,201738,193,4,2,6,32111.266911744897
171,201739,194,4,2,6,32111.266911744897
172,201729,184,4,2,2,14476.229412829469
173,201730,185,4,2,2,14476.229412829469
174,201731,186,4,2,2,14476.229412829469
175,201732,187,4,2,2,14476.229412829469
176,201733,188,4,2,2,14476.229412829469
177,201734,189,4,2,2,14476.229412829469
178,201735,190,4,2,2,14476.229412829469
179,201736,191,4,2,2,14476.229412829469
180,201737,192,4,2,2,14476.229412829469
181,201738,193,4,2,2,14476.229412829469
182,201739,194,4,2,2,14476.229412829469
183,201729,184,4,2,1,2069.96727992491
184,201730,185,4,2,1,2069.96727992491
185,201731,186,4,2,1,2069.96727992491
186,201732,187,4,2,1,2069.96727992491
187,201733,188,4,2,1,2069.96727992491
188,201734,189,4,2,1,2069.96727992491
189,201735,190,4,2,1,2069.96727992491
190,201736,191,4,2,1,2069.96727992491
191,201737,192,4,2,1,2069.96727992491
192,201738,193,4,2,1,2069.96727992491
193,201739,194,4,2,1,2069.96727992491
194,201729,184,4,1,3,41020.940570403225
195,201730,185,4,1,3,41020.940570403225
196,201731,186,4,1,3,41020.940570403225
197,201732,187,4,1,3,41020.940570403225
198,201733,188,4,1,3,41020.940570403225
199,201734,189,4,1,3,41020.940570403225
200,201735,190,4,1,3,41020.940570403225
201,201736,191,4,1,3,41020.940570403225
202,201737,192,4,1,3,41020.940570403225
203,201738,193,4,1,3,41020.940570403225
204,201739,194,4,1,3,41020.940570403225
205,201729,184,4,1,4,80116.52789420693
206,201730,185,4,1,4,80116.52789420693
207,201731,186,4,1,4,80116.52789420693
208,201732,187,4,1,4,80116.52789420693
209,201733,188,4,1,4,80116.52789420693
210,201734,189,4,1,4,80116.52789420693
211,201735,190,4,1,4,80116.52789420693
212,201736,191,4,1,4,80116.52789420693
213,201737,192,4,1,4,80116.52789420693
214,201738,193,4,1,4,80116.52789420693
215,201739,194,4,1,4,80116.52789420693
216,201729,184,4,1,5,102141.38983175058
217,201730,185,4,1,5,102141.38983175058
218,201731,186,4,1,5,102141.38983175058
219,201732,187,4,1,5,102141.38983175058
220,201733,188,4,1,5,102141.38983175058
221,201734,189,4,1,5,102141.38983175058
222,201735,190,4,1,5,102141.38983175058
223,201736,191,4,1,5,102141.38983175058
224,201737,192,4,1,5,102141.38983175058
225,201738,193,4,1,5,102141.38983175058
226,201739,194,4,1,5,102141.38983175058
227,201729,184,4,1,6,29764.86251497577
228,201730,185,4,1,6,29764.86251497577
229,201731,186,4,1,6,29764.86251497577
230,201732,187,4,1,6,29764.86251497577
231,201733,188,4,1,6,29764.86251497577
232,201734,189,4,1,6,29764.86251497577
233,201735,190,4,1,6,29764.86251497577
234,201736,191,4,1,6,29764.86251497577
235,201737,192,4,1,6,29764.86251497577
236,201738,193,4,1,6,29764.86251497577
237,201739,194,4,1,6,29764.86251497577
238,201729,184,4,1,2,12704.935270852113
239,201730,185,4,1,2,12704.935270852113
240,201731,186,4,1,2,12704.935270852113
241,201732,187,4,1,2,12704.935270852113
242,201733,188,4,1,2,12704.935270852113
243,201734,189,4,1,2,12704.935270852113
244,201735,190,4,1,2,12704.935270852113
245,201736,191,4,1,2,12704.935270852113
246,201737,192,4,1,2,12704.935270852113
247,201738,193,4,1,2,12704.935270852113
248,201739,194,4,1,2,12704.935270852113
249,201729,184,4,1,1,12744.08105607172
250,201730,185,4,1,1,12744.08105607172
251,201731,186,4,1,1,12744.08105607172
252,201732,187,4,1,1,12744.08105607172
253,201733,188,4,1,1,12744.08105607172
254,201734,189,4,1,1,12744.08105607172
255,201735,190,4,1,1,12744.08105607172
256,201736,191,4,1,1,12744.08105607172
257,201737,192,4,1,1,12744.08105607172
258,201738,193,4,1,1,12744.08105607172
259,201739,194,4,1,1,12744.08105607172
260,201729,184,6,2,3,92599.74973930158
261,201730,185,6,2,3,92599.74973930158
262,201731,186,6,2,3,92599.74973930158
263,201732,187,6,2,3,92599.74973930158
264,201733,188,6,2,3,92599.74973930158
265,201734,189,6,2,3,92599.74973930158
266,201735,190,6,2,3,92599.74973930158
267,201736,191,6,2,3,92599.74973930158
268,201737,192,6,2,3,92599.74973930158
269,201738,193,6,2,3,92599.74973930158
270,201739,194,6,2,3,92599.74973930158
271,201729,184,6,2,4,242845.07723648168
272,201730,185,6,2,4,242845.07723648168
273,201731,186,6,2,4,242845.07723648168
274,201732,187,6,2,4,242845.07723648168
275,201733,188,6,2,4,242845.07723648168
276,201734,189,6,2,4,242845.07723648168
277,201735,190,6,2,4,242845.07723648168
278,201736,191,6,2,4,242845.07723648168
279,201737,192,6,2,4,242845.07723648168
280,201738,193,6,2,4,242845.07723648168
281,201739,194,6,2,4,242845.07723648168
282,201729,184,6,2,5,193769.00654541067
283,201730,185,6,2,5,193769.00654541067
284,201731,186,6,2,5,193769.00654541067
285,201732,187,6,2,5,193769.00654541067
286,201733,188,6,2,5,193769.00654541067
287,201734,189,6,2,5,193769.00654541067
288,201735,190,6,2,5,193769.00654541067
289,201736,191,6,2,5,193769.00654541067
290,201737,192,6,2,5,193769.00654541067
291,201738,193,6,2,5,193769.00654541067
292,201739,194,6,2,5,193769.00654541067
293,201729,184,6,2,6,80644.20157340851
294,201730,185,6,2,6,80644.20157340851
295,201731,186,6,2,6,80644.20157340851
296,201732,187,6,2,6,80644.20157340851
297,201733,188,6,2,6,80644.20157340851
298,201734,189,6,2,6,80644.20157340851
299,201735,190,6,2,6,80644.20157340851
300,201736,191,6,2,6,80644.20157340851
301,201737,192,6,2,6,80644.20157340851
302,201738,193,6,2,6,80644.20157340851
303,201739,194,6,2,6,80644.20157340851
304,201729,184,6,2,2,58117.59524131453
305,201730,185,6,2,2,58117.59524131453
306,201731,186,6,2,2,58117.59524131453
307,201732,187,6,2,2,58117.59524131453
308,201733,188,6,2,2,58117.59524131453
309,201734,189,6,2,2,58117.59524131453
310,201735,190,6,2,2,58117.59524131453
311,201736,191,6,2,2,58117.59524131453
312,201737,192,6,2,2,58117.59524131453
313,201738,193,6,2,2,58117.59524131453
314,201739,194,6,2,2,58117.59524131453
315,201729,184,6,2,1,11857.104567878916
316,201730,185,6,2,1,11857.104567878916
317,201731,186,6,2,1,11857.104567878916
318,201732,187,6,2,1,11857.104567878916
319,201733,188,6,2,1,11857.104567878916
320,201734,189,6,2,1,11857.104567878916
321,201735,190,6,2,1,11857.104567878916
322,201736,191,6,2,1,11857.104567878916
323,201737,192,6,2,1,11857.104567878916
324,201738,193,6,2,1,11857.104567878916
325,201729,184,6,1,3,53552.732323289776
326,201730,185,6,1,3,53552.732323289776
327,201731,186,6,1,3,53552.732323289776
328,201732,187,6,1,3,53552.732323289776
329,201733,188,6,1,3,53552.732323289776
330,201734,189,6,1,3,53552.732323289776
331,201735,190,6,1,3,53552.732323289776
332,201736,191,6,1,3,53552.732323289776
333,201737,192,6,1,3,53552.732323289776
334,201738,193,6,1,3,53552.732323289776
335,201739,194,6,1,3,53552.732323289776
336,201729,184,6,1,4,119420.11541028075
337,201730,185,6,1,4,119420.11541028075
338,201731,186,6,1,4,119420.11541028075
339,201732,187,6,1,4,119420.11541028075
340,201733,188,6,1,4,119420.11541028075
341,201734,189,6,1,4,119420.11541028075
342,201735,190,6,1,4,119420.11541028075
343,201736,191,6,1,4,119420.11541028075
344,201737,192,6,1,4,119420.11541028075
345,201738,193,6,1,4,119420.11541028075
346,201739,194,6,1,4,119420.11541028075
347,201729,184,6,1,5,138478.01346484496
348,201730,185,6,1,5,138478.01346484496
349,201731,186,6,1,5,138478.01346484496
350,201732,187,6,1,5,138478.01346484496
351,201733,188,6,1,5,138478.01346484496
352,201734,189,6,1,5,138478.01346484496
353,201735,190,6,1,5,138478.01346484496
354,201736,191,6,1,5,138478.01346484496
355,201737,192,6,1,5,138478.01346484496
356,201738,193,6,1,5,138478.01346484496
357,201739,194,6,1,5,138478.01346484496
358,201729,184,6,1,6,34532.48768115282
359,201730,185,6,1,6,34532.48768115282
360,201731,186,6,1,6,34532.48768115282
361,201732,187,6,1,6,34532.48768115282
362,201733,188,6,1,6,34532.48768115282
363,201734,189,6,1,6,34532.48768115282
364,201735,190,6,1,6,34532.48768115282
365,201736,191,6,1,6,34532.48768115282
366,201737,192,6,1,6,34532.48768115282
367,201738,193,6,1,6,34532.48768115282
368,201739,194,6,1,6,34532.48768115282
369,201729,184,6,1,2,46465.531173042495
370,201730,185,6,1,2,46465.531173042495
371,201731,186,6,1,2,46465.531173042495
372,201732,187,6,1,2,46465.531173042495
373,201733,188,6,1,2,46465.531173042495
374,201734,189,6,1,2,46465.531173042495
375,201735,190,6,1,2,46465.531173042495
376,201736,191,6,1,2,46465.531173042495
377,201737,192,6,1,2,46465.531173042495
378,201738,193,6,1,2,46465.531173042495
379,201739,194,6,1,2,46465.531173042495
380,201729,184,6,1,1,7236.817110777277
381,201730,185,6,1,1,7236.817110777277
382,201731,186,6,1,1,7236.817110777277
383,201732,187,6,1,1,7236.817110777277
384,201733,188,6,1,1,7236.817110777277
385,201736,191,6,1,1,7236.817110777277
386,201737,192,6,1,1,7236.817110777277
387,201738,193,6,1,1,7236.817110777277
388,201739,194,6,1,1,7236.817110777277
389,201729,184,10,2,3,335914.1378979571
390,201730,185,10,2,3,335914.1378979571
391,201731,186,10,2,3,335914.1378979571
392,201732,187,10,2,3,335914.1378979571
393,201733,188,10,2,3,335914.1378979571
394,201734,189,10,2,3,335914.1378979571
395,201735,190,10,2,3,335914.1378979571
396,201736,191,10,2,3,335914.1378979571
397,201737,192,10,2,3,335914.1378979571
398,201738,193,10,2,3,335914.1378979571
399,201739,194,10,2,3,335914.1378979571
400,201729,184,10,2,4,496846.66767113336
401,201730,185,10,2,4,496846.66767113336
402,201731,186,10,2,4,496846.66767113336
403,201732,187,10,2,4,496846.66767113336
404,201733,188,10,2,4,496846.66767113336
405,201734,189,10,2,4,496846.66767113336
406,201735,190,10,2,4,496846.66767113336
407,201736,191,10,2,4,496846.66767113336
408,201737,192,10,2,4,496846.66767113336
409,201738,193,10,2,4,496846.66767113336
410,201739,194,10,2,4,496846.66767113336
411,201729,184,10,2,5,512907.4936460365
412,201730,185,10,2,5,512907.4936460365
413,201731,186,10,2,5,512907.4936460365
414,201732,187,10,2,5,512907.4936460365
415,201733,188,10,2,5,512907.4936460365
416,201734,189,10,2,5,512907.4936460365
417,201735,190,10,2,5,512907.4936460365
418,201736,191,10,2,5,512907.4936460365
419,201737,192,10,2,5,512907.4936460365
420,201738,193,10,2,5,512907.4936460365
421,201739,194,10,2,5,512907.4936460365
422,201729,184,10,2,6,311858.5015649156
423,201730,185,10,2,6,311858.5015649156
424,201731,186,10,2,6,311858.5015649156
425,201732,187,10,2,6,311858.5015649156
426,201733,188,10,2,6,311858.5015649156
427,201734,189,10,2,6,311858.5015649156
428,201735,190,10,2,6,311858.5015649156
429,201736,191,10,2,6,311858.5015649156
430,201737,192,10,2,6,311858.5015649156
431,201738,193,10,2,6,311858.5015649156
432,201739,194,10,2,6,311858.5015649156
433,201729,184,10,2,2,247294.67427382016
434,201730,185,10,2,2,247294.67427382016
435,201731,186,10,2,2,247294.67427382016
436,201732,187,10,2,2,247294.67427382016
437,201733,188,10,2,2,247294.67427382016
438,201734,189,10,2,2,247294.67427382016
439,201735,190,10,2,2,247294.67427382016
440,201736,191,10,2,2,247294.67427382016
441,201737,192,10,2,2,247294.67427382016
442,201738,193,10,2,2,247294.67427382016
443,201739,194,10,2,2,247294.67427382016
444,201729,184,10,2,1,109697.19909222636
445,201730,185,10,2,1,109697.19909222636
446,201731,186,10,2,1,109697.19909222636
447,201732,187,10,2,1,109697.19909222636
448,201733,188,10,2,1,109697.19909222636
449,201734,189,10,2,1,109697.19909222636
450,201735,190,10,2,1,109697.19909222636
451,201736,191,10,2,1,109697.19909222636
452,201737,192,10,2,1,109697.19909222636
453,201738,193,10,2,1,109697.19909222636
454,201739,194,10,2,1,109697.19909222636
455,201729,184,10,1,3,88571.3763776032
456,201730,185,10,1,3,88571.3763776032
457,201731,186,10,1,3,88571.3763776032
458,201732,187,10,1,3,88571.3763776032
459,201733,188,10,1,3,88571.3763776032
460,201734,189,10,1,3,88571.3763776032
461,201735,190,10,1,3,88571.3763776032
462,201736,191,10,1,3,88571.3763776032
463,201737,192,10,1,3,88571.3763776032
464,201738,193,10,1,3,88571.3763776032
465,201739,194,10,1,3,88571.3763776032
466,201729,184,10,1,4,171051.89237018712
467,201730,185,10,1,4,171051.89237018712
468,201731,186,10,1,4,171051.89237018712
469,201732,187,10,1,4,171051.89237018712
470,201733,188,10,1,4,171051.89237018712
471,201734,189,10,1,4,171051.89237018712
472,201735,190,10,1,4,171051.89237018712
473,201736,191,10,1,4,171051.89237018712
474,201737,192,10,1,4,171051.89237018712
475,201738,193,10,1,4,171051.89237018712
476,201739,194,10,1,4,171051.89237018712
477,201729,184,10,1,5,164022.84862499282
478,201730,185,10,1,5,164022.84862499282
479,201731,186,10,1,5,164022.84862499282
480,201732,187,10,1,5,164022.84862499282
481,201733,188,10,1,5,164022.84862499282
482,201734,189,10,1,5,164022.84862499282
483,201735,190,10,1,5,164022.84862499282
484,201736,191,10,1,5,164022.84862499282
485,201737,192,10,1,5,164022.84862499282
486,201738,193,10,1,5,164022.84862499282
487,201739,194,10,1,5,164022.84862499282
488,201729,184,10,1,6,74348.2086582886
489,201730,185,10,1,6,74348.2086582886
490,201731,186,10,1,6,74348.2086582886
491,201732,187,10,1,6,74348.2086582886
492,201733,188,10,1,6,74348.2086582886
493,201734,189,10,1,6,74348.2086582886
494,201735,190,10,1,6,74348.2086582886
495,201736,191,10,1,6,74348.2086582886
496,201737,192,10,1,6,74348.2086582886
497,201738,193,10,1,6,74348.2086582886
498,201739,194,10,1,6,74348.2086582886
499,201729,184,10,1,2,67475.10539687294
500,201730,185,10,1,2,67475.10539687294
501,201731,186,10,1,2,67475.10539687294
502,201732,187,10,1,2,67475.10539687294
503,201733,188,10,1,2,67475.10539687294
504,201734,189,10,1,2,67475.10539687294
505,201735,190,10,1,2,67475.10539687294
506,201736,191,10,1,2,67475.10539687294
507,201737,192,10,1,2,67475.10539687294
508,201738,193,10,1,2,67475.10539687294
509,201739,194,10,1,2,67475.10539687294
510,201729,184,10,1,1,42908.270068820566
511,201730,185,10,1,1,42908.270068820566
512,201731,186,10,1,1,42908.270068820566
513,201732,187,10,1,1,42908.270068820566
514,201733,188,10,1,1,42908.270068820566
515,201734,189,10,1,1,42908.270068820566
516,201735,190,10,1,1,42908.270068820566
517,201736,191,10,1,1,42908.270068820566
518,201737,192,10,1,1,42908.270068820566
519,201738,193,10,1,1,42908.270068820566
520,201739,194,10,1,1,42908.270068820566
521,201729,184,11,2,3,24486.59923811623
522,201730,185,11,2,3,24486.59923811623
523,201731,186,11,2,3,24486.59923811623
524,201732,187,11,2,3,24486.59923811623
525,201733,188,11,2,3,24486.59923811623
526,201734,189,11,2,3,24486.59923811623
527,201735,190,11,2,3,24486.59923811623
528,201736,191,11,2,3,24486.59923811623
529,201737,192,11,2,3,24486.59923811623
530,201738,193,11,2,3,24486.59923811623
531,201739,194,11,2,3,24486.59923811623
532,201729,184,11,2,4,33962.58202341283
533,201730,185,11,2,4,33962.58202341283
534,201731,186,11,2,4,33962.58202341283
535,201732,187,11,2,4,33962.58202341283
536,201733,188,11,2,4,33962.58202341283
537,201734,189,11,2,4,33962.58202341283
538,201735,190,11,2,4,33962.58202341283
539,201736,191,11,2,4,33962.58202341283
540,201737,192,11,2,4,33962.58202341283
541,201738,193,11,2,4,33962.58202341283
542,201739,194,11,2,4,33962.58202341283
543,201729,184,11,2,5,67777.89773801448
544,201730,185,11,2,5,67777.89773801448
545,201731,186,11,2,5,67777.89773801448
546,201732,187,11,2,5,67777.89773801448
547,201733,188,11,2,5,67777.89773801448
548,201734,189,11,2,5,67777.89773801448
549,201735,190,11,2,5,67777.89773801448
550,201736,191,11,2,5,67777.89773801448
551,201737,192,11,2,5,67777.89773801448
552,201738,193,11,2,5,67777.89773801448
553,201739,194,11,2,5,67777.89773801448
554,201729,184,11,2,6,22628.650626250655
555,201730,185,11,2,6,22628.650626250655
556,201731,186,11,2,6,22628.650626250655
557,201732,187,11,2,6,22628.650626250655
558,201733,188,11,2,6,22628.650626250655
559,201734,189,11,2,6,22628.650626250655
560,201735,190,11,2,6,22628.650626250655
561,201736,191,11,2,6,22628.650626250655
562,201737,192,11,2,6,22628.650626250655
563,201738,193,11,2,6,22628.650626250655
564,201739,194,11,2,6,22628.650626250655
565,201729,184,11,2,2,24103.56153704564
566,201730,185,11,2,2,24103.56153704564
567,201731,186,11,2,2,24103.56153704564
568,201732,187,11,2,2,24103.56153704564
569,201733,188,11,2,2,24103.56153704564
570,201734,189,11,2,2,24103.56153704564
571,201735,190,11,2,2,24103.56153704564
572,201736,191,11,2,2,24103.56153704564
573,201737,192,11,2,2,24103.56153704564
574,201738,193,11,2,2,24103.56153704564
575,201739,194,11,2,2,24103.56153704564
576,201729,184,11,2,1,1944.7953824387944
577,201731,186,11,2,1,1944.7953824387944
578,201735,190,11,2,1,1944.7953824387944
579,201736,191,11,2,1,1944.7953824387944
580,201738,193,11,2,1,1944.7953824387944
581,201739,194,11,2,1,1944.7953824387944
582,201729,184,11,1,3,47340.43855937867
583,201730,185,11,1,3,47340.43855937867
584,201731,186,11,1,3,47340.43855937867
585,201732,187,11,1,3,47340.43855937867
586,201733,188,11,1,3,47340.43855937867
587,201734,189,11,1,3,47340.43855937867
588,201735,190,11,1,3,47340.43855937867
589,201736,191,11,1,3,47340.43855937867
590,201737,192,11,1,3,47340.43855937867
591,201738,193,11,1,3,47340.43855937867
592,201739,194,11,1,3,47340.43855937867
593,201729,184,11,1,4,72432.07673951627
594,201730,185,11,1,4,72432.07673951627
595,201731,186,11,1,4,72432.07673951627
596,201732,187,11,1,4,72432.07673951627
597,201733,188,11,1,4,72432.07673951627
598,201734,189,11,1,4,72432.07673951627
599,201735,190,11,1,4,72432.07673951627
600,201736,191,11,1,4,72432.07673951627
601,201737,192,11,1,4,72432.07673951627
602,201738,193,11,1,4,72432.07673951627
603,201739,194,11,1,4,72432.07673951627
604,201729,184,11,1,5,146723.23636507918
605,201730,185,11,1,5,146723.23636507918
606,201731,186,11,1,5,146723.23636507918
607,201732,187,11,1,5,146723.23636507918
608,201733,188,11,1,5,146723.23636507918
609,201734,189,11,1,5,146723.23636507918
610,201735,190,11,1,5,146723.23636507918
611,201736,191,11,1,5,146723.23636507918
612,201737,192,11,1,5,146723.23636507918
613,201738,193,11,1,5,146723.23636507918
614,201739,194,11,1,5,146723.23636507918
615,201729,184,11,1,6,18292.880398789217
616,201730,185,11,1,6,18292.880398789217
617,201731,186,11,1,6,18292.880398789217
618,201732,187,11,1,6,18292.880398789217
619,201733,188,11,1,6,18292.880398789217
620,201734,189,11,1,6,18292.880398789217
621,201735,190,11,1,6,18292.880398789217
622,201736,191,11,1,6,18292.880398789217
623,201737,192,11,1,6,18292.880398789217
624,201738,193,11,1,6,18292.880398789217
625,201739,194,11,1,6,18292.880398789217
626,201729,184,11,1,2,45032.51260130359
627,201730,185,11,1,2,45032.51260130359
628,201731,186,11,1,2,45032.51260130359
629,201732,187,11,1,2,45032.51260130359
630,201733,188,11,1,2,45032.51260130359
631,201734,189,11,1,2,45032.51260130359
632,201735,190,11,1,2,45032.51260130359
633,201736,191,11,1,2,45032.51260130359
634,201737,192,11,1,2,45032.51260130359
635,201738,193,11,1,2,45032.51260130359
636,201739,194,11,1,2,45032.51260130359
637,201729,184,11,1,1,5046.665299006479
638,201732,187,11,1,1,5046.665299006479
639,201733,188,11,1,1,5046.665299006479
640,201737,192,11,1,1,5046.665299006479
641,201729,184,12,2,3,168177.99698792235
642,201730,185,12,2,3,168177.99698792235
643,201731,186,12,2,3,168177.99698792235
644,201732,187,12,2,3,168177.99698792235
645,201733,188,12,2,3,168177.99698792235
646,201734,189,12,2,3,168177.99698792235
647,201735,190,12,2,3,168177.99698792235
648,201736,191,12,2,3,168177.99698792235
649,201737,192,12,2,3,168177.99698792235
650,201738,193,12,2,3,168177.99698792235
651,201739,194,12,2,3,168177.99698792235
652,201729,184,12,2,4,382031.4788422643
653,201730,185,12,2,4,382031.4788422643
654,201731,186,12,2,4,382031.4788422643
655,201732,187,12,2,4,382031.4788422643
656,201733,188,12,2,4,382031.4788422643
657,201734,189,12,2,4,382031.4788422643
658,201735,190,12,2,4,382031.4788422643
659,201736,191,12,2,4,382031.4788422643
660,201737,192,12,2,4,382031.4788422643
661,201738,193,12,2,4,382031.4788422643
662,201739,194,12,2,4,382031.4788422643
