id,wk,N wk,idFilial,KanalDB,idSubGrp,value
62,201736,191,9,2,1,12348.728635900809
63,201737,192,9,2,1,12348.728635900809
64,201738,193,9,2,1,12348.728635900809
65,201739,194,9,2,1,12348.728635900809
66,201729,184,9,1,3,45564.86575096072
67,201730,185,9,1,3,45564.86575096072
68,201731,186,9,1,3,45564.86575096072
69,201732,187,9,1,3,45564.86575096072
70,201733,188,9,1,3,45564.86575096072
71,201734,189,9,1,3,45564.86575096072
72,201735,190,9,1,3,45564.86575096072
73,201736,191,9,1,3,45564.86575096072
74,201737,192,9,1,3,45564.86575096072
75,201738,193,9,1,3,45564.86575096072
76,201739,194,9,1,3,45564.86575096072
77,201729,184,9,1,4,130482.91630426078
78,201730,185,9,1,4,130482.91630426078
79,201731,186,9,1,4,130482.91630426078
80,201732,187,9,1,4,130482.91630426078
81,201733,188,9,1,4,130482.91630426078
82,201734,189,9,1,4,130482.91630426078
83,201735,190,9,1,4,130482.91630426078
84,201736,191,9,1,4,130482.91630426078
85,201737,192,9,1,4,130482.91630426078
86,201738,193,9,1,4,130482.91630426078
87,201739,194,9,1,4,130482.91630426078
88,201729,184,9,1,5,188532.54037302572
89,201730,185,9,1,5,188532.54037302572
90,201731,186,9,1,5,188532.54037302572
91,201732,187,9,1,5,188532.54037302572
92,201733,188,9,1,5,188532.54037302572
93,201734,189,9,1,5,188532.54037302572
94,201735,190,9,1,5,188532.54037302572
95,201736,191,9,1,5,188532.54037302572
96,201737,192,9,1,5,188532.54037302572
97,201738,193,9,1,5,188532.54037302572
98,201739,194,9,1,5,188532.54037302572
99,201729,184,9,1,6,28111.997493388626
100,201730,185,9,1,6,28111.997493388626
101,201731,186,9,1,6,28111.997493388626
102,201732,187,9,1,6,28111.997493388626
103,201733,188,9,1,6,28111.997493388626
104,201734,189,9,1,6,28111.997493388626
105,201735,190,9,1,6,28111.997493388626
106,201736,191,9,1,6,28111.997493388626
107,201737,192,9,1,6,28111.997493388626
108,201738,193,9,1,6,28111.997493388626
109,201739,194,9,1,6,28111.997493388626
110,201729,184,9,1,2,36657.8354470721
111,201730,185,9,1,2,36657.8354470721
112,201731,186,9,1,2,36657.8354470721
113,201732,187,9,1,2,36657.8354470721
114,201733,188,9,1,2,36657.8354470721
115,201734,189,9,1,2,36657.8354470721
116,201735,190,9,1,2,36657.8354470721
117,201736,191,9,1,2,36657.8354470721
118,201737,192,9,1,2,36657.8354470721
119,201738,193,9,1,2,36657.8354470721
120,201739,194,9,1,2,36657.8354470721
121,201730,185,9,1,1,3794.233314114259
122,201733,188,9,1,1,3794.233314114259
123,201734,189,9,1,1,3794.233314114259
124,201736,191,9,1,1,3794.233314114259
125,201737,192,9,1,1,3794.233314114259
126,201738,193,9,1,1,3794.233314114259
127,201739,194,9,1,1,3794.233314114259
128,201729,184,4,2,3,46348.02284367115
129,201730,185,4,2,3,46348.02284367115
130,201731,186,4,2,3,46348.02284367115
131,201732,187,4,2,3,46348.02284367115
132,201733,188,4,2,3,46348.02284367115
133,201734,189,4,2,3,46348.02284367115
134,201735,190,4,2,3,46348.02284367115
135,201736,191,4,2,3,46348.02284367115
136,201737,192,4,2,3,46348.02284367115
137,201738,193,4,2,3,46348.02284367115
138,201739,194,4,2,3,46348.02284367115
139,201729,184,4,2,4,105662.14660471896
140,201730,185,4,2,4,105662.14660471896
141,201731,186,4,2,4,105662.14660471896
142,201732,187,4,2,4,105662.14660471896
143,201733,188,4,2,4,105662.14660471896
144,201734,189,4,2,4,105662.14660471896
145,201735,190,4,2,4,105662.14660471896
146,201736,191,4,2,4,105662.14660471896
147,201737,192,4,2,4,105662.14660471896
148,201738,193,4,2,4,105662.14660471896
149,201739,194,4,2,4,105662.14660471896
150,201729,184,4,2,5,114317.35901131724
151,201730,185,4,2,5,114317.35901131724
152,201731,186,4,2,5,114317.35901131724
153,201732,187,4,2,5,114317.35901131724
154,201733,188,4,2,5,114317.35901131724
155,201734,189,4,2,5,114317.35901131724
156,201735,190,4,2,5,114317.35901131724
157,201736,191,4,2,5,114317.35901131724
158,201737,192,4,2,5,114317.35901131724
159,201738,193,4,2,5,114317.35901131724
160,201739,194,4,2,5,114317.35901131724
161,201729,184,4,2,6,43115.87650105742
162,201730,185,4,2,6,43115.87650105742
163,201731,186,4,2,6,43115.87650105742
164,201732,187,4,2,6,43115.87650105742
165,201733,188,4,2,6,43115.87650105742
166,201734,189,4,2,6,43115.87650105742
167,201735,190,4,2,6,43115.87650105742
168,201736,191,4,2,6,43115.87650105742
169,201737,192,4,2,6,43115.87650105742
170,201738,193,4,2,6,43115.87650105742
171,201739,194,4,2,6,43115.87650105742
172,201729,184,4,2,2,23803.229360619178
173,201730,185,4,2,2,23803.229360619178
174,201731,186,4,2,2,23803.229360619178
175,201732,187,4,2,2,23803.229360619178
176,201733,188,4,2,2,23803.229360619178
177,201734,189,4,2,2,23803.229360619178
178,201735,190,4,2,2,23803.229360619178
179,201736,191,4,2,2,23803.229360619178
180,201737,192,4,2,2,23803.229360619178
181,201738,193,4,2,2,23803.229360619178
182,201739,194,4,2,2,23803.229360619178
183,201729,184,4,2,1,1498.5304971997498
184,201730,185,4,2,1,1498.5304971997498
185,201731,186,4,2,1,1498.5304971997498
186,201732,187,4,2,1,1498.5304971997498
187,201733,188,4,2,1,1498.5304971997498
188,201734,189,4,2,1,1498.5304971997498
189,201735,190,4,2,1,1498.5304971997498
190,201736,191,4,2,1,1498.5304971997498
191,201737,192,4,2,1,1498.5304971997498
192,201738,193,4,2,1,1498.5304971997498
193,201739,194,4,2,1,1498.5304971997498
194,201729,184,4,1,3,41667.9231044885
195,201730,185,4,1,3,41667.9231044885
196,201731,186,4,1,3,41667.9231044885
197,201732,187,4,1,3,41667.9231044885
198,201733,188,4,1,3,41667.9231044885
199,201734,189,4,1,3,41667.9231044885
200,201735,190,4,1,3,41667.9231044885
201,201736,191,4,1,3,41667.9231044885
202,201737,192,4,1,3,41667.9231044885
203,201738,193,4,1,3,41667.9231044885
204,201739,194,4,1,3,41667.9231044885
205,201729,184,4,1,4,86733.94642804026
206,201730,185,4,1,4,86733.94642804026
207,201731,186,4,1,4,86733.94642804026
208,201732,187,4,1,4,86733.94642804026
209,201733,188,4,1,4,86733.94642804026
210,201734,189,4,1,4,86733.94642804026
211,201735,190,4,1,4,86733.94642804026
212,201736,191,4,1,4,86733.94642804026
213,201737,192,4,1,4,86733.94642804026
214,201738,193,4,1,4,86733.94642804026
215,201739,194,4,1,4,86733.94642804026
216,201729,184,4,1,5,109130.73409697844
217,201730,185,4,1,5,109130.73409697844
218,201731,186,4,1,5,109130.73409697844
219,201732,187,4,1,5,109130.73409697844
220,201733,188,4,1,5,109130.73409697844
221,201734,189,4,1,5,109130.73409697844
222,201735,190,4,1,5,109130.73409697844
223,201736,191,4,1,5,109130.73409697844
224,201737,192,4,1,5,109130.73409697844
225,201738,193,4,1,5,109130.73409697844
226,201739,194,4,1,5,109130.73409697844
227,201729,184,4,1,6,27519.68495030653
228,201730,185,4,1,6,27519.68495030653
229,201731,186,4,1,6,27519.68495030653
230,201732,187,4,1,6,27519.68495030653
231,201733,188,4,1,6,27519.68495030653
232,201734,189,4,1,6,27519.68495030653
233,201735,190,4,1,6,27519.68495030653
234,201736,191,4,1,6,27519.68495030653
235,201737,192,4,1,6,27519.68495030653
236,201738,193,4,1,6,27519.68495030653
237,201739,194,4,1,6,27519.68495030653
238,201729,184,4,1,2,12208.177434831274
239,201730,185,4,1,2,12208.177434831274
240,201731,186,4,1,2,12208.177434831274
241,201732,187,4,1,2,12208.177434831274
242,201733,188,4,1,2,12208.177434831274
243,201734,189,4,1,2,12208.177434831274
244,201735,190,4,1,2,12208.177434831274
245,201736,191,4,1,2,12208.177434831274
246,201737,192,4,1,2,12208.177434831274
247,201738,193,4,1,2,12208.177434831274
248,201739,194,4,1,2,12208.177434831274
249,201729,184,4,1,1,5264.705685153074
250,201730,185,4,1,1,5264.705685153074
251,201731,186,4,1,1,5264.705685153074
252,201732,187,4,1,1,5264.705685153074
253,201733,188,4,1,1,5264.705685153074
254,201734,189,4,1,1,5264.705685153074
255,201735,190,4,1,1,5264.705685153074
256,201736,191,4,1,1,5264.705685153074
257,201737,192,4,1,1,5264.705685153074
258,201738,193,4,1,1,5264.705685153074
259,201739,194,4,1,1,5264.705685153074
260,201729,184,6,2,3,102208.90043915508
261,201730,185,6,2,3,102208.90043915508
262,201731,186,6,2,3,102208.90043915508
263,201732,187,6,2,3,102208.90043915508
264,201733,188,6,2,3,102208.90043915508
265,201734,189,6,2,3,102208.90043915508
266,201735,190,6,2,3,102208.90043915508
267,201736,191,6,2,3,102208.90043915508
268,201737,192,6,2,3,102208.90043915508
269,201738,193,6,2,3,102208.90043915508
270,201739,194,6,2,3,102208.90043915508
271,201729,184,6,2,4,281790.2531471886
272,201730,185,6,2,4,281790.2531471886
273,201731,186,6,2,4,281790.2531471886
274,201732,187,6,2,4,281790.2531471886
275,201733,188,6,2,4,281790.2531471886
276,201734,189,6,2,4,281790.2531471886
277,201735,190,6,2,4,281790.2531471886
278,201736,191,6,2,4,281790.2531471886
279,201737,192,6,2,4,281790.2531471886
280,201738,193,6,2,4,281790.2531471886
281,201739,194,6,2,4,281790.2531471886
282,201729,184,6,2,5,177769.89990554255
283,201730,185,6,2,5,177769.89990554255
284,201731,186,6,2,5,177769.89990554255
285,201732,187,6,2,5,177769.89990554255
286,201733,188,6,2,5,177769.89990554255
287,201734,189,6,2,5,177769.89990554255
288,201735,190,6,2,5,177769.89990554255
289,201736,191,6,2,5,177769.89990554255
290,201737,192,6,2,5,177769.89990554255
291,201738,193,6,2,5,177769.89990554255
292,201739,194,6,2,5,177769.89990554255
293,201729,184,6,2,6,93080.37507157696
294,201730,185,6,2,6,93080.37507157696
295,201731,186,6,2,6,93080.37507157696
296,201732,187,6,2,6,93080.37507157696
297,201733,188,6,2,6,93080.37507157696
298,201734,189,6,2,6,93080.37507157696
299,201735,190,6,2,6,93080.37507157696
300,201736,191,6,2,6,93080.37507157696
301,201737,192,6,2,6,93080.37507157696
302,201738,193,6,2,6,93080.37507157696
303,201739,194,6,2,6,93080.37507157696
304,201729,184,6,2,2,84938.9447220604
305,201730,185,6,2,2,84938.9447220604
306,201731,186,6,2,2,84938.9447220604
307,201732,187,6,2,2,84938.9447220604
308,201733,188,6,2,2,84938.9447220604
309,201734,189,6,2,2,84938.9447220604
310,201735,190,6,2,2,84938.9447220604
311,201736,191,6,2,2,84938.9447220604
312,201737,192,6,2,2,84938.9447220604
313,201738,193,6,2,2,84938.9447220604
314,201739,194,6,2,2,84938.9447220604
315,201729,184,6,2,1,17571.587075552758
316,201730,185,6,2,1,17571.587075552758
317,201731,186,6,2,1,17571.587075552758
318,201732,187,6,2,1,17571.587075552758
319,201733,188,6,2,1,17571.587075552758
320,201734,189,6,2,1,17571.587075552758
321,201735,190,6,2,1,17571.587075552758
322,201736,191,6,2,1,17571.587075552758
323,201737,192,6,2,1,17571.587075552758
324,201738,193,6,2,1,17571.587075552758
325,201729,184,6,1,3,54029.46489121059
326,201730,185,6,1,3,54029.46489121059
327,201731,186,6,1,3,54029.46489121059
328,201732,187,6,1,3,54029.46489121059
329,201733,188,6,1,3,54029.46489121059
330,201734,189,6,1,3,54029.46489121059
331,201735,190,6,1,3,54029.46489121059
332,201736,191,6,1,3,54029.46489121059
333,201737,192,6,1,3,54029.46489121059
334,201738,193,6,1,3,54029.46489121059
335,201739,194,6,1,3,54029.46489121059
336,201729,184,6,1,4,127957.2264858459
337,201730,185,6,1,4,127957.2264858459
338,201731,186,6,1,4,127957.2264858459
339,201732,187,6,1,4,127957.2264858459
340,201733,188,6,1,4,127957.2264858459
341,201734,189,6,1,4,127957.2264858459
342,201735,190,6,1,4,127957.2264858459
343,201736,191,6,1,4,127957.2264858459
344,201737,192,6,1,4,127957.2264858459
345,201738,193,6,1,4,127957.2264858459
346,201739,194,6,1,4,127957.2264858459
347,201729,184,6,1,5,152051.6264600588
348,201730,185,6,1,5,152051.6264600588
349,201731,186,6,1,5,152051.6264600588
350,201732,187,6,1,5,152051.6264600588
351,201733,188,6,1,5,152051.6264600588
352,201734,189,6,1,5,152051.6264600588
353,201735,190,6,1,5,152051.6264600588
354,201736,191,6,1,5,152051.6264600588
355,201737,192,6,1,5,152051.6264600588
356,201738,193,6,1,5,152051.6264600588
357,201739,194,6,1,5,152051.6264600588
358,201729,184,6,1,6,32938.626916097404
359,201730,185,6,1,6,32938.626916097404
360,201731,186,6,1,6,32938.626916097404
361,201732,187,6,1,6,32938.626916097404
362,201733,188,6,1,6,32938.626916097404
363,201734,189,6,1,6,32938.626916097404
364,201735,190,6,1,6,32938.626916097404
365,201736,191,6,1,6,32938.626916097404
366,201737,192,6,1,6,32938.626916097404
367,201738,193,6,1,6,32938.626916097404
368,201739,194,6,1,6,32938.626916097404
369,201729,184,6,1,2,48084.64157115114
370,201730,185,6,1,2,48084.64157115114
371,201731,186,6,1,2,48084.64157115114
372,201732,187,6,1,2,48084.64157115114
373,201733,188,6,1,2,48084.64157115114
374,201734,189,6,1,2,48084.64157115114
375,201735,190,6,1,2,48084.64157115114
376,201736,191,6,1,2,48084.64157115114
377,201737,192,6,1,2,48084.64157115114
378,201738,193,6,1,2,48084.64157115114
379,201739,194,6,1,2,48084.64157115114
380,201729,184,6,1,1,6477.478816944962
381,201730,185,6,1,1,6477.478816944962
382,201731,186,6,1,1,6477.478816944962
383,201732,187,6,1,1,6477.478816944962
384,201733,188,6,1,1,6477.478816944962
385,201736,191,6,1,1,6477.478816944962
386,201737,192,6,1,1,6477.478816944962
387,201738,193,6,1,1,6477.478816944962
388,201739,194,6,1,1,6477.478816944962
389,201729,184,10,2,3,362394.83791270456
390,201730,185,10,2,3,362394.83791270456
391,201731,186,10,2,3,362394.83791270456
392,201732,187,10,2,3,362394.83791270456
393,201733,188,10,2,3,362394.83791270456
394,201734,189,10,2,3,362394.83791270456
395,201735,190,10,2,3,362394.83791270456
396,201736,191,10,2,3,362394.83791270456
397,201737,192,10,2,3,362394.83791270456
398,201738,193,10,2,3,362394.83791270456
399,201739,194,10,2,3,362394.83791270456
400,201729,184,10,2,4,661387.8216720261
401,201730,185,10,2,4,661387.8216720261
402,201731,186,10,2,4,661387.8216720261
403,201732,187,10,2,4,661387.8216720261
404,201733,188,10,2,4,661387.8216720261
405,201734,189,10,2,4,661387.8216720261
406,201735,190,10,2,4,661387.8216720261
407,201736,191,10,2,4,661387.8216720261
408,201737,192,10,2,4,661387.8216720261
409,201738,193,10,2,4,661387.8216720261
410,201739,194,10,2,4,661387.8216720261
411,201729,184,10,2,5,617284.2003214797
412,201730,185,10,2,5,617284.2003214797
413,201731,186,10,2,5,617284.2003214797
414,201732,187,10,2,5,617284.2003214797
415,201733,188,10,2,5,617284.2003214797
416,201734,189,10,2,5,617284.2003214797
417,201735,190,10,2,5,617284.2003214797
418,201736,191,10,2,5,617284.2003214797
419,201737,192,10,2,5,617284.2003214797
420,201738,193,10,2,5,617284.2003214797
421,201739,194,10,2,5,617284.2003214797
422,201729,184,10,2,6,417685.4514741622
423,201730,185,10,2,6,417685.4514741622
424,201731,186,10,2,6,417685.4514741622
425,201732,187,10,2,6,417685.4514741622
426,201733,188,10,2,6,417685.4514741622
427,201734,189,10,2,6,417685.4514741622
428,201735,190,10,2,6,417685.4514741622
429,201736,191,10,2,6,417685.4514741622
430,201737,192,10,2,6,417685.4514741622
431,201738,193,10,2,6,417685.4514741622
432,201739,194,10,2,6,417685.4514741622
433,201729,184,10,2,2,300351.0741277924
434,201730,185,10,2,2,300351.0741277924
435,201731,186,10,2,2,300351.0741277924
436,201732,187,10,2,2,300351.0741277924
437,201733,188,10,2,2,300351.0741277924
438,201734,189,10,2,2,300351.0741277924
439,201735,190,10,2,2,300351.0741277924
440,201736,191,10,2,2,300351.0741277924
441,201737,192,10,2,2,300351.0741277924
442,201738,193,10,2,2,300351.0741277924
443,201739,194,10,2,2,300351.0741277924
444,201729,184,10,2,1,137678.5174837882
445,201730,185,10,2,1,137678.5174837882
446,201731,186,10,2,1,137678.5174837882
447,201732,187,10,2,1,137678.5174837882
448,201733,188,10,2,1,137678.5174837882
449,201734,189,10,2,1,137678.5174837882
450,201735,190,10,2,1,137678.5174837882
451,201736,191,10,2,1,137678.5174837882
452,201737,192,10,2,1,137678.5174837882
453,201738,193,10,2,1,137678.5174837882
454,201739,194,10,2,1,137678.5174837882
455,201729,184,10,1,3,90277.23546035048
456,201730,185,10,1,3,90277.23546035048
457,201731,186,10,1,3,90277.23546035048
458,201732,187,10,1,3,90277.23546035048
459,201733,188,10,1,3,90277.23546035048
460,201734,189,10,1,3,90277.23546035048
461,201735,190,10,1,3,90277.23546035048
462,201736,191,10,1,3,90277.23546035048
463,201737,192,10,1,3,90277.23546035048
464,201738,193,10,1,3,90277.23546035048
465,201739,194,10,1,3,90277.23546035048
466,201729,184,10,1,4,197230.2569003188
467,201730,185,10,1,4,197230.2569003188
468,201731,186,10,1,4,197230.2569003188
469,201732,187,10,1,4,197230.2569003188
470,201733,188,10,1,4,197230.2569003188
471,201734,189,10,1,4,197230.2569003188
472,201735,190,10,1,4,197230.2569003188
473,201736,191,10,1,4,197230.2569003188
474,201737,192,10,1,4,197230.2569003188
475,201738,193,10,1,4,197230.2569003188
476,201739,194,10,1,4,197230.2569003188
477,201729,184,10,1,5,192142.7744756788
478,201730,185,10,1,5,192142.7744756788
479,201731,186,10,1,5,192142.7744756788
480,201732,187,10,1,5,192142.7744756788
481,201733,188,10,1,5,192142.7744756788
482,201734,189,10,1,5,192142.7744756788
483,201735,190,10,1,5,192142.7744756788
484,201736,191,10,1,5,192142.7744756788
485,201737,192,10,1,5,192142.7744756788
486,201738,193,10,1,5,192142.7744756788
487,201739,194,10,1,5,192142.7744756788
488,201729,184,10,1,6,80554.9801074302
489,201730,185,10,1,6,80554.9801074302
490,201731,186,10,1,6,80554.9801074302
491,201732,187,10,1,6,80554.9801074302
492,201733,188,10,1,6,80554.9801074302
493,201734,189,10,1,6,80554.9801074302
494,201735,190,10,1,6,80554.9801074302
495,201736,191,10,1,6,80554.9801074302
496,201737,192,10,1,6,80554.9801074302
497,201738,193,10,1,6,80554.9801074302
498,201739,194,10,1,6,80554.9801074302
499,201729,184,10,1,2,67919.2961180356
500,201730,185,10,1,2,67919.2961180356
501,201731,186,10,1,2,67919.2961180356
502,201732,187,10,1,2,67919.2961180356
503,201733,188,10,1,2,67919.2961180356
504,201734,189,10,1,2,67919.2961180356
505,201735,190,10,1,2,67919.2961180356
506,201736,191,10,1,2,67919.2961180356
507,201737,192,10,1,2,67919.2961180356
508,201738,193,10,1,2,67919.2961180356
509,201739,194,10,1,2,67919.2961180356
510,201729,184,10,1,1,49177.16289744558
511,201730,185,10,1,1,49177.16289744558
512,201731,186,10,1,1,49177.16289744558
513,201732,187,10,1,1,49177.16289744558
514,201733,188,10,1,1,49177.16289744558
515,201734,189,10,1,1,49177.16289744558
516,201735,190,10,1,1,49177.16289744558
517,201736,191,10,1,1,49177.16289744558
518,201737,192,10,1,1,49177.16289744558
519,201738,193,10,1,1,49177.16289744558
520,201739,194,10,1,1,49177.16289744558
521,201729,184,11,2,3,31396.807874286784
522,201730,185,11,2,3,31396.807874286784
523,201731,186,11,2,3,31396.807874286784
524,201732,187,11,2,3,31396.807874286784
525,201733,188,11,2,3,31396.807874286784
526,201734,189,11,2,3,31396.807874286784
527,201735,190,11,2,3,31396.807874286784
528,201736,191,11,2,3,31396.807874286784
529,201737,192,11,2,3,31396.807874286784
530,201738,193,11,2,3,31396.807874286784
531,201739,194,11,2,3,31396.807874286784
532,201729,184,11,2,4,44660.434353360215
533,201730,185,11,2,4,44660.434353360215
534,201731,186,11,2,4,44660.434353360215
535,201732,187,11,2,4,44660.434353360215
536,201733,188,11,2,4,44660.434353360215
537,201734,189,11,2,4,44660.434353360215
538,201735,190,11,2,4,44660.434353360215
539,201736,191,11,2,4,44660.434353360215
540,201737,192,11,2,4,44660.434353360215
541,201738,193,11,2,4,44660.434353360215
542,201739,194,11,2,4,44660.434353360215
543,201729,184,11,2,5,97985.51968703601
544,201730,185,11,2,5,97985.51968703601
545,201731,186,11,2,5,97985.51968703601
546,201732,187,11,2,5,97985.51968703601
547,201733,188,11,2,5,97985.51968703601
548,201734,189,11,2,5,97985.51968703601
549,201735,190,11,2,5,97985.51968703601
550,201736,191,11,2,5,97985.51968703601
551,201737,192,11,2,5,97985.51968703601
552,201738,193,11,2,5,97985.51968703601
553,201739,194,11,2,5,97985.51968703601
554,201729,184,11,2,6,26800.04976823404
555,201730,185,11,2,6,26800.04976823404
556,201731,186,11,2,6,26800.04976823404
557,201732,187,11,2,6,26800.04976823404
558,201733,188,11,2,6,26800.04976823404
559,201734,189,11,2,6,26800.04976823404
560,201735,190,11,2,6,26800.04976823404
561,201736,191,11,2,6,26800.04976823404
562,201737,192,11,2,6,26800.04976823404
563,201738,193,11,2,6,26800.04976823404
564,201739,194,11,2,6,26800.04976823404
565,201729,184,11,2,2,27543.93360046104
566,201730,185,11,2,2,27543.93360046104
567,201731,186,11,2,2,27543.93360046104
568,201732,187,11,2,2,27543.93360046104
569,201733,188,11,2,2,27543.93360046104
570,201734,189,11,2,2,27543.93360046104
571,201735,190,11,2,2,27543.93360046104
572,201736,191,11,2,2,27543.93360046104
573,201737,192,11,2,2,27543.93360046104
574,201738,193,11,2,2,27543.93360046104
575,201739,194,11,2,2,27543.93360046104
576,201729,184,11,2,1,-2494.01120678609
577,201731,186,11,2,1,-2494.01120678609
578,201735,190,11,2,1,-2494.01120678609
579,201736,191,11,2,1,-2494.01120678609
580,201738,193,11,2,1,-2494.01120678609
581,201739,194,11,2,1,-2494.01120678609
582,201729,184,11,1,3,46747.75670295939
583,201730,185,11,1,3,46747.75670295939
584,201731,186,11,1,3,46747.75670295939
585,201732,187,11,1,3,46747.75670295939
586,201733,188,11,1,3,46747.75670295939
587,201734,189,11,1,3,46747.75670295939
588,201735,190,11,1,3,46747.75670295939
589,201736,191,11,1,3,46747.75670295939
590,201737,192,11,1,3,46747.75670295939
591,201738,193,11,1,3,46747.75670295939
592,201739,194,11,1,3,46747.75670295939
593,201729,184,11,1,4,82677.90090336313
594,201730,185,11,1,4,82677.90090336313
595,201731,186,11,1,4,82677.90090336313
596,201732,187,11,1,4,82677.90090336313
597,201733,188,11,1,4,82677.90090336313
598,201734,189,11,1,4,82677.90090336313
599,201735,190,11,1,4,82677.90090336313
600,201736,191,11,1,4,82677.90090336313
601,201737,192,11,1,4,82677.90090336313
602,201738,193,11,1,4,82677.90090336313
603,201739,194,11,1,4,82677.90090336313
604,201729,184,11,1,5,131342.98530719936
605,201730,185,11,1,5,131342.98530719936
606,201731,186,11,1,5,131342.98530719936
607,201732,187,11,1,5,131342.98530719936
608,201733,188,11,1,5,131342.98530719936
609,201734,189,11,1,5,131342.98530719936
610,201735,190,11,1,5,131342.98530719936
611,201736,191,11,1,5,131342.98530719936
612,201737,192,11,1,5,131342.98530719936
613,201738,193,11,1,5,131342.98530719936
614,201739,194,11,1,5,131342.98530719936
615,201729,184,11,1,6,15021.706533952867
616,201730,185,11,1,6,15021.706533952867
617,201731,186,11,1,6,15021.706533952867
618,201732,187,11,1,6,15021.706533952867
619,201733,188,11,1,6,15021.706533952867
620,201734,189,11,1,6,15021.706533952867
621,201735,190,11,1,6,15021.706533952867
622,201736,191,11,1,6,15021.706533952867
623,201737,192,11,1,6,15021.706533952867
624,201738,193,11,1,6,15021.706533952867
625,201739,194,11,1,6,15021.706533952867
626,201729,184,11,1,2,41181.6122435412
627,201730,185,11,1,2,41181.6122435412
628,201731,186,11,1,2,41181.6122435412
629,201732,187,11,1,2,41181.6122435412
630,201733,188,11,1,2,41181.6122435412
631,201734,189,11,1,2,41181.6122435412
632,201735,190,11,1,2,41181.6122435412
633,201736,191,11,1,2,41181.6122435412
634,201737,192,11,1,2,41181.6122435412
635,201738,193,11,1,2,41181.6122435412
636,201739,194,11,1,2,41181.6122435412
637,201729,184,11,1,1,741.5013224333098
638,201732,187,11,1,1,741.5013224333098
639,201733,188,11,1,1,741.5013224333098
640,201737,192,11,1,1,741.5013224333098
641,201729,184,12,2,3,191980.41336612098
642,201730,185,12,2,3,191980.41336612098
643,201731,186,12,2,3,191980.41336612098
644,201732,187,12,2,3,191980.41336612098
645,201733,188,12,2,3,191980.41336612098
646,201734,189,12,2,3,191980.41336612098
647,201735,190,12,2,3,191980.41336612098
648,201736,191,12,2,3,191980.41336612098
649,201737,192,12,2,3,191980.41336612098
650,201738,193,12,2,3,191980.41336612098
651,201739,194,12,2,3,191980.41336612098
652,201729,184,12,2,4,455593.25051694846
653,201730,185,12,2,4,455593.25051694846
654,201731,186,12,2,4,455593.25051694846
655,201732,187,12,2,4,455593.25051694846
656,201733,188,12,2,4,455593.25051694846
657,201734,189,12,2,4,455593.25051694846
658,201735,190,12,2,4,455593.25051694846
659,201736,191,12,2,4,455593.25051694846
660,201737,192,12,2,4,455593.25051694846
661,201738,193,12,2,4,455593.25051694846
662,201739,194,12,2,4,455593.25051694846
