id,sum
2594,5
2595,0
2596,0
2597,0
2598,0
2599,4
2600,6
2601,0
2602,0
2603,1
2604,5
2605,0
2606,5
2607,3
2608,2
2609,0
2610,5
2611,1
2612,1
2613,4
2614,5
2615,7
2616,5
2617,0
2618,3
2619,0
2620,2
2621,5
2622,0
2623,5
2624,4
2625,5
2626,7
2627,6
2628,6
2629,0
2630,3
2631,4
2632,5
2633,6
2634,7
2635,6
2636,4
2637,2
2638,5
2639,1
2640,5
2641,4
2642,4
2643,1
2644,3
2645,5
2646,6
2647,0
2648,0
2649,3
2650,5
2651,5
2652,6
2653,5
2654,5
2655,6
2656,0
2657,0
2658,0
2659,5
2660,4
2661,0
2662,0
2663,3
2664,4
2665,4
2666,1
2667,5
2668,5
2669,2
2670,3
2671,0
2672,4
2673,6
2674,2
2675,0
2676,6
2677,5
2678,6
2679,0
2680,0
2681,4
2682,0
2683,6
2684,0
2685,1
2686,5
2687,2
2688,5
2689,5
2690,3
2691,0
2692,3
2693,4
2694,0
2695,6
2696,2
2697,0
2698,4
2699,3
2700,1
2701,2
2702,0
2703,0
2704,5
2705,0
2706,3
2707,3
2708,5
2709,6
2710,0
2711,2
2712,0
2713,0
2714,5
2715,4
2716,6
2717,3
2718,3
2719,5
2720,5
2721,1
2722,5
2723,6
2724,4
2725,5
2726,0
2727,0
2728,5
2729,4
2730,0
2731,6
2732,5
2733,5
2734,1
2735,0
2736,5
2737,6
2738,0
2739,5
2740,5
2741,1
2742,6
2743,4
2744,3
2745,7
2746,2
2747,6
2748,1
2749,2
2750,6
2751,7
2752,2
2753,1
2754,0
2755,4
2756,5
2757,3
2758,0
2759,0
2760,0
2761,1
2762,0
2763,2
2764,5
2765,0
2766,0
2767,1
2768,0
2769,5
2770,0
2771,2
2772,6
2773,5
2774,0
2775,0
2776,6
2777,8
2778,0
2779,5
2780,5
2781,1
2782,0
2783,5
2784,3
2785,0
2786,3
2787,0
2788,1
2789,3
2790,4
2791,0
2792,7
2793,0
2794,5
2795,6
2796,6
2797,0
2798,0
2799,5
2800,0
2801,5
2802,5
2803,0
2804,5
2805,3
2806,6
2807,6
2808,0
2809,1
2810,2
2811,7
2812,3
2813,3
2814,0
2815,0
2816,5
2817,0
2818,7
2819,4
2820,4
2821,5
2822,0
2823,0
2824,1
2825,0
2826,5
2827,6
2828,0
2829,4
2830,3
2831,6
2832,6
2833,0
2834,3
2835,4
2836,3
2837,4
2838,0
2839,5
2840,6
2841,3
2842,0
2843,3
2844,5
2845,7
2846,3
2847,2
2848,1
2849,1
2850,0
2851,4
2852,0
2853,3
2854,4
2855,0
2856,0
2857,6
2858,5
2859,5
2860,5
2861,5
2862,0
2863,1
2864,1
2865,4
2866,6
2867,7
2868,0
2869,0
2870,2
2871,5
2872,3
2873,4
2874,3
2875,5
2876,0
2877,0
2878,5
2879,0
2880,1
2881,0
2882,0
2883,4
2884,2
2885,0
2886,0
2887,7
2888,5
2889,3
2890,7
2891,3
2892,6
2893,4
2894,3
2895,2
2896,7
2897,0
2898,0
2899,4
2900,4
2901,0
2902,5
2903,3
2904,0
2905,6
2906,2
2907,5
2908,0
2909,2
2910,6
2911,0
2912,2
2913,3
2914,4
2915,0
2916,1
2917,3
2918,5
2919,6
2920,0
2921,7
2922,4
2923,4
2924,4
2925,7
2926,2
2927,4
2928,4
2929,0
2930,6
2931,6
2932,6
2933,0
2934,5
2935,5
2936,6
2937,2
2938,6
2939,6
2940,0
2941,4
2942,7
2943,0
2944,1
2945,5
2946,0
2947,0
2948,6
2949,6
2950,6
2951,3
2952,7
2953,0
2954,1
2955,0
2956,0
2957,3
2958,5
2959,1
2960,0
2961,5
2962,0
2963,6
2964,0
2965,6
2966,4
2967,0
2968,0
2969,5
2970,5
2971,5
2972,5
2973,6
2974,0
2975,3
2976,0
2977,0
2978,4
2979,6
2980,1
2981,5
2982,6
2983,2
2984,2
2985,4
2986,5
2987,6
2988,7
2989,5
2990,0
2991,0
2992,4
2993,0
2994,0
2995,3
2996,3
2997,0
